"sim","n","p","model","rmse"
8,1000,5,"H2OGBM_Full",1.48118011399534
9,1000,5,"Ridge",2.55554742843964
9,1000,5,"RF_Ridge",1.89149703600378
9,1000,5,"XGBoost_Ridge",1.67490213829507
9,1000,5,"LightGBM_Ridge",1.51370155793782
9,1000,5,"CatBoost_Ridge",1.26354819241362
9,1000,5,"H2OGBM_Ridge",1.52549481458098
9,1000,5,"Lasso",2.55597375393908
9,1000,5,"RF_Lasso",1.88719667757583
9,1000,5,"XGBoost_Lasso",1.67490213829507
9,1000,5,"LightGBM_Lasso",1.51370155793782
9,1000,5,"CatBoost_Lasso",1.26354819241362
9,1000,5,"H2OGBM_Lasso",1.52549481458098
9,1000,5,"ElasticNet",2.55558240170113
9,1000,5,"RF_ElasticNet",1.90244759007804
9,1000,5,"XGBoost_ElasticNet",1.67490213829507
9,1000,5,"LightGBM_ElasticNet",1.51370155793782
9,1000,5,"CatBoost_ElasticNet",1.26354819241362
9,1000,5,"H2OGBM_ElasticNet",1.52549481458098
9,1000,5,"RF_Full",1.90354938805375
9,1000,5,"XGBoost_Full",1.67490213829507
9,1000,5,"LightGBM_Full",1.51370155793782
9,1000,5,"CatBoost_Full",1.26354819241362
9,1000,5,"H2OGBM_Full",1.52549481458098
10,1000,5,"Ridge",2.29075575034877
10,1000,5,"RF_Ridge",1.80033899295712
10,1000,5,"XGBoost_Ridge",1.40303658060893
10,1000,5,"LightGBM_Ridge",1.12577888070945
10,1000,5,"CatBoost_Ridge",1.08182908522393
10,1000,5,"H2OGBM_Ridge",1.15919051273734
10,1000,5,"Lasso",2.26947245244096
10,1000,5,"RF_Lasso",1.78658055837702
10,1000,5,"XGBoost_Lasso",1.40303658060893
10,1000,5,"LightGBM_Lasso",1.12577888070945
10,1000,5,"CatBoost_Lasso",1.08182908522393
10,1000,5,"H2OGBM_Lasso",1.15919051273734
10,1000,5,"ElasticNet",2.26971622411033
10,1000,5,"RF_ElasticNet",1.80571477723057
10,1000,5,"XGBoost_ElasticNet",1.40303658060893
10,1000,5,"LightGBM_ElasticNet",1.12577888070945
10,1000,5,"CatBoost_ElasticNet",1.08182908522393
10,1000,5,"H2OGBM_ElasticNet",1.15919051273734
10,1000,5,"RF_Full",1.77542133755158
10,1000,5,"XGBoost_Full",1.40303658060893
10,1000,5,"LightGBM_Full",1.12577888070945
10,1000,5,"CatBoost_Full",1.08182908522393
10,1000,5,"H2OGBM_Full",1.15919051273734
1,1000,10,"Ridge",2.53937332488708
1,1000,10,"RF_Ridge",2.06863676079351
1,1000,10,"XGBoost_Ridge",1.70713538882218
1,1000,10,"LightGBM_Ridge",1.45732704739917
1,1000,10,"CatBoost_Ridge",1.26483206195719
1,1000,10,"H2OGBM_Ridge",1.49072058982966
1,1000,10,"Lasso",2.50413345490497
1,1000,10,"RF_Lasso",2.09146174274886
1,1000,10,"XGBoost_Lasso",1.65277415957332
1,1000,10,"LightGBM_Lasso",1.40730175155015
1,1000,10,"CatBoost_Lasso",1.15707507695104
1,1000,10,"H2OGBM_Lasso",1.5099662531465
1,1000,10,"ElasticNet",2.51008858245417
1,1000,10,"RF_ElasticNet",1.98159557826422
1,1000,10,"XGBoost_ElasticNet",1.62491894357868
1,1000,10,"LightGBM_ElasticNet",1.39786453735481
1,1000,10,"CatBoost_ElasticNet",1.18927246897607
1,1000,10,"H2OGBM_ElasticNet",1.47613391690149
1,1000,10,"RF_Full",2.06051733507699
1,1000,10,"XGBoost_Full",1.70713538882218
1,1000,10,"LightGBM_Full",1.45732704739917
1,1000,10,"CatBoost_Full",1.26483206195719
1,1000,10,"H2OGBM_Full",1.49072058982966
2,1000,10,"Ridge",2.84761395748451
2,1000,10,"RF_Ridge",2.26775651042992
2,1000,10,"XGBoost_Ridge",1.83972204169059
2,1000,10,"LightGBM_Ridge",1.4664321303834
2,1000,10,"CatBoost_Ridge",1.34838200131212
2,1000,10,"H2OGBM_Ridge",1.4806453754737
2,1000,10,"Lasso",2.8412302236533
2,1000,10,"RF_Lasso",2.36568028002605
2,1000,10,"XGBoost_Lasso",2.25559464183673
2,1000,10,"LightGBM_Lasso",2.06749381048469
2,1000,10,"CatBoost_Lasso",2.04265140056274
2,1000,10,"H2OGBM_Lasso",2.04475723871678
2,1000,10,"ElasticNet",2.84129352615504
2,1000,10,"RF_ElasticNet",2.51890570683211
2,1000,10,"XGBoost_ElasticNet",2.28185754763411
2,1000,10,"LightGBM_ElasticNet",2.11427768985145
2,1000,10,"CatBoost_ElasticNet",1.98814407756584
2,1000,10,"H2OGBM_ElasticNet",2.02901609900032
2,1000,10,"RF_Full",2.26260724845961
2,1000,10,"XGBoost_Full",1.83972204169059
2,1000,10,"LightGBM_Full",1.4664321303834
2,1000,10,"CatBoost_Full",1.34838200131212
2,1000,10,"H2OGBM_Full",1.4806453754737
3,1000,10,"Ridge",2.64249092626454
3,1000,10,"RF_Ridge",2.09959692460707
3,1000,10,"XGBoost_Ridge",1.8631817458617
3,1000,10,"LightGBM_Ridge",1.65737214435437
3,1000,10,"CatBoost_Ridge",1.29580321478278
3,1000,10,"H2OGBM_Ridge",1.59371166440747
3,1000,10,"Lasso",2.62647199231092
3,1000,10,"RF_Lasso",1.90822941012754
3,1000,10,"XGBoost_Lasso",1.74635395861421
3,1000,10,"LightGBM_Lasso",1.51863764535392
3,1000,10,"CatBoost_Lasso",1.27954985012052
3,1000,10,"H2OGBM_Lasso",1.56768369633798
3,1000,10,"ElasticNet",2.62559394578638
3,1000,10,"RF_ElasticNet",1.89866798741398
3,1000,10,"XGBoost_ElasticNet",1.74635395861421
3,1000,10,"LightGBM_ElasticNet",1.51863764535392
3,1000,10,"CatBoost_ElasticNet",1.27954985012052
3,1000,10,"H2OGBM_ElasticNet",1.56768369633798
3,1000,10,"RF_Full",2.07541902206262
3,1000,10,"XGBoost_Full",1.8631817458617
3,1000,10,"LightGBM_Full",1.65737214435437
3,1000,10,"CatBoost_Full",1.29580321478278
3,1000,10,"H2OGBM_Full",1.59371166440747
4,1000,10,"Ridge",2.69108984379636
4,1000,10,"RF_Ridge",2.04682662535788
4,1000,10,"XGBoost_Ridge",1.9733085899483
4,1000,10,"LightGBM_Ridge",1.48314613043739
4,1000,10,"CatBoost_Ridge",1.33208539028712
4,1000,10,"H2OGBM_Ridge",1.65019956704032
4,1000,10,"Lasso",2.68398417223182
4,1000,10,"RF_Lasso",2.35215879036848
4,1000,10,"XGBoost_Lasso",2.49525652081092
4,1000,10,"LightGBM_Lasso",2.22586834218725
4,1000,10,"CatBoost_Lasso",2.17201827771549
4,1000,10,"H2OGBM_Lasso",2.18459744039394
4,1000,10,"ElasticNet",2.68782110200975
4,1000,10,"RF_ElasticNet",2.30316944208671
4,1000,10,"XGBoost_ElasticNet",2.30826409732146
4,1000,10,"LightGBM_ElasticNet",2.18045454787746
4,1000,10,"CatBoost_ElasticNet",2.07212931596889
4,1000,10,"H2OGBM_ElasticNet",2.18900775850765
4,1000,10,"RF_Full",2.046987233718
4,1000,10,"XGBoost_Full",1.9733085899483
4,1000,10,"LightGBM_Full",1.48314613043739
4,1000,10,"CatBoost_Full",1.33208539028712
4,1000,10,"H2OGBM_Full",1.65019956704032
5,1000,10,"Ridge",2.38500120249197
5,1000,10,"RF_Ridge",1.90866582621283
5,1000,10,"XGBoost_Ridge",1.58607355483906
5,1000,10,"LightGBM_Ridge",1.40516509838921
5,1000,10,"CatBoost_Ridge",1.31216875234051
5,1000,10,"H2OGBM_Ridge",1.43964871786811
5,1000,10,"Lasso",2.37133750272415
5,1000,10,"RF_Lasso",1.85487251713401
5,1000,10,"XGBoost_Lasso",1.67613169152198
5,1000,10,"LightGBM_Lasso",1.3342155400757
5,1000,10,"CatBoost_Lasso",1.23411979430871
5,1000,10,"H2OGBM_Lasso",1.45663848831864
5,1000,10,"ElasticNet",2.37410835900323
5,1000,10,"RF_ElasticNet",1.87461533976431
5,1000,10,"XGBoost_ElasticNet",1.67613169152198
5,1000,10,"LightGBM_ElasticNet",1.3342155400757
5,1000,10,"CatBoost_ElasticNet",1.23411979430871
5,1000,10,"H2OGBM_ElasticNet",1.45663848831864
5,1000,10,"RF_Full",1.87858409253306
5,1000,10,"XGBoost_Full",1.58607355483906
5,1000,10,"LightGBM_Full",1.40516509838921
5,1000,10,"CatBoost_Full",1.31216875234051
5,1000,10,"H2OGBM_Full",1.43964871786811
6,1000,10,"Ridge",2.55901543124591
6,1000,10,"RF_Ridge",1.95590970826233
6,1000,10,"XGBoost_Ridge",1.72786157171465
6,1000,10,"LightGBM_Ridge",1.37263247130907
6,1000,10,"CatBoost_Ridge",1.2802557152522
6,1000,10,"H2OGBM_Ridge",1.45080593362525
6,1000,10,"Lasso",2.55588234646151
6,1000,10,"RF_Lasso",1.8691466115262
6,1000,10,"XGBoost_Lasso",1.63088595302999
6,1000,10,"LightGBM_Lasso",1.3875166819137
6,1000,10,"CatBoost_Lasso",1.29180368912864
6,1000,10,"H2OGBM_Lasso",1.45807012800438
6,1000,10,"ElasticNet",2.55768961438995
6,1000,10,"RF_ElasticNet",1.9550629564391
6,1000,10,"XGBoost_ElasticNet",1.72786157171465
6,1000,10,"LightGBM_ElasticNet",1.37263247130907
6,1000,10,"CatBoost_ElasticNet",1.2802557152522
6,1000,10,"H2OGBM_ElasticNet",1.45080593362525
6,1000,10,"RF_Full",1.96775673455795
6,1000,10,"XGBoost_Full",1.72786157171465
6,1000,10,"LightGBM_Full",1.37263247130907
6,1000,10,"CatBoost_Full",1.2802557152522
6,1000,10,"H2OGBM_Full",1.45080593362525
7,1000,10,"Ridge",2.63022985142797
7,1000,10,"RF_Ridge",2.09689689938466
7,1000,10,"XGBoost_Ridge",1.98397479290188
7,1000,10,"LightGBM_Ridge",1.57093158124491
7,1000,10,"CatBoost_Ridge",1.41314671766784
7,1000,10,"H2OGBM_Ridge",1.54977602567583
7,1000,10,"Lasso",2.61897126873228
7,1000,10,"RF_Lasso",2.09986491447724
7,1000,10,"XGBoost_Lasso",1.98397479290188
7,1000,10,"LightGBM_Lasso",1.57093158124491
7,1000,10,"CatBoost_Lasso",1.41314671766784
7,1000,10,"H2OGBM_Lasso",1.54977602567583
7,1000,10,"ElasticNet",2.61972403498578
7,1000,10,"RF_ElasticNet",2.11374188198862
7,1000,10,"XGBoost_ElasticNet",1.98397479290188
7,1000,10,"LightGBM_ElasticNet",1.57093158124491
7,1000,10,"CatBoost_ElasticNet",1.41314671766784
7,1000,10,"H2OGBM_ElasticNet",1.54977602567583
7,1000,10,"RF_Full",2.08117400293141
7,1000,10,"XGBoost_Full",1.98397479290188
7,1000,10,"LightGBM_Full",1.57093158124491
7,1000,10,"CatBoost_Full",1.41314671766784
7,1000,10,"H2OGBM_Full",1.54977602567583
8,1000,10,"Ridge",2.36812255052322
8,1000,10,"RF_Ridge",2.00439636097986
8,1000,10,"XGBoost_Ridge",1.94207973778781
8,1000,10,"LightGBM_Ridge",1.54806785680745
8,1000,10,"CatBoost_Ridge",1.33687160199612
8,1000,10,"H2OGBM_Ridge",1.57985643499321
8,1000,10,"Lasso",2.36302175833148
8,1000,10,"RF_Lasso",2.19219031513051
8,1000,10,"XGBoost_Lasso",2.40561037164796
8,1000,10,"LightGBM_Lasso",2.19802833440173
8,1000,10,"CatBoost_Lasso",2.104255151063
8,1000,10,"H2OGBM_Lasso",2.17206829564294
8,1000,10,"ElasticNet",2.36114328993731
8,1000,10,"RF_ElasticNet",2.30535777679254
8,1000,10,"XGBoost_ElasticNet",2.4145637729841
8,1000,10,"LightGBM_ElasticNet",2.14795233951043
8,1000,10,"CatBoost_ElasticNet",2.03591851154005
8,1000,10,"H2OGBM_ElasticNet",2.21756114338319
8,1000,10,"RF_Full",1.99709422129899
8,1000,10,"XGBoost_Full",1.94207973778781
8,1000,10,"LightGBM_Full",1.54806785680745
8,1000,10,"CatBoost_Full",1.33687160199612
8,1000,10,"H2OGBM_Full",1.57985643499321
9,1000,10,"Ridge",2.60918758878563
9,1000,10,"RF_Ridge",2.05846963457252
9,1000,10,"XGBoost_Ridge",1.80265746449483
9,1000,10,"LightGBM_Ridge",1.36111194805436
9,1000,10,"CatBoost_Ridge",1.32304465843507
9,1000,10,"H2OGBM_Ridge",1.4640143193178
9,1000,10,"Lasso",2.60231060439605
9,1000,10,"RF_Lasso",2.25163677750965
9,1000,10,"XGBoost_Lasso",2.31004396054304
9,1000,10,"LightGBM_Lasso",2.04329218011138
9,1000,10,"CatBoost_Lasso",2.04476536832497
9,1000,10,"H2OGBM_Lasso",2.00420905262589
9,1000,10,"ElasticNet",2.60949498089355
9,1000,10,"RF_ElasticNet",2.25642255417153
9,1000,10,"XGBoost_ElasticNet",2.31004396054304
9,1000,10,"LightGBM_ElasticNet",2.04329218011138
9,1000,10,"CatBoost_ElasticNet",2.04476536832497
9,1000,10,"H2OGBM_ElasticNet",2.00420905262589
9,1000,10,"RF_Full",2.04318596643796
9,1000,10,"XGBoost_Full",1.80265746449483
9,1000,10,"LightGBM_Full",1.36111194805436
9,1000,10,"CatBoost_Full",1.32304465843507
9,1000,10,"H2OGBM_Full",1.4640143193178
10,1000,10,"Ridge",2.7576421872547
10,1000,10,"RF_Ridge",2.23472530945604
10,1000,10,"XGBoost_Ridge",1.95273295370253
10,1000,10,"LightGBM_Ridge",1.6675374437823
10,1000,10,"CatBoost_Ridge",1.35979901161044
10,1000,10,"H2OGBM_Ridge",1.6883833904733
10,1000,10,"Lasso",2.75610776422531
10,1000,10,"RF_Lasso",2.11047567036158
10,1000,10,"XGBoost_Lasso",1.78171688326546
10,1000,10,"LightGBM_Lasso",1.58936675894809
10,1000,10,"CatBoost_Lasso",1.28409212753345
10,1000,10,"H2OGBM_Lasso",1.63545958210374
10,1000,10,"ElasticNet",2.74568691457812
10,1000,10,"RF_ElasticNet",2.22004627824907
10,1000,10,"XGBoost_ElasticNet",1.78240836934396
10,1000,10,"LightGBM_ElasticNet",1.62115520288745
10,1000,10,"CatBoost_ElasticNet",1.24668987029239
10,1000,10,"H2OGBM_ElasticNet",1.62458548912392
10,1000,10,"RF_Full",2.23058341709349
10,1000,10,"XGBoost_Full",1.95273295370253
10,1000,10,"LightGBM_Full",1.6675374437823
10,1000,10,"CatBoost_Full",1.35979901161044
10,1000,10,"H2OGBM_Full",1.6883833904733
1,1000,50,"Ridge",2.92418108119981
1,1000,50,"RF_Ridge",2.68407723368275
1,1000,50,"XGBoost_Ridge",2.35414822259882
1,1000,50,"LightGBM_Ridge",2.01619249221829
1,1000,50,"CatBoost_Ridge",1.88955143004651
1,1000,50,"H2OGBM_Ridge",2.05691020608931
1,1000,50,"Lasso",2.87620818409574
1,1000,50,"RF_Lasso",2.69675413749799
1,1000,50,"XGBoost_Lasso",2.68541896432834
1,1000,50,"LightGBM_Lasso",2.55103404783361
1,1000,50,"CatBoost_Lasso",2.38317336314846
1,1000,50,"H2OGBM_Lasso",2.46192724432804
1,1000,50,"ElasticNet",2.88482953872667
1,1000,50,"RF_ElasticNet",2.71472485588391
1,1000,50,"XGBoost_ElasticNet",2.68541896432834
1,1000,50,"LightGBM_ElasticNet",2.55103404783361
1,1000,50,"CatBoost_ElasticNet",2.38317336314846
1,1000,50,"H2OGBM_ElasticNet",2.46192724432804
1,1000,50,"RF_Full",2.71553019612302
1,1000,50,"XGBoost_Full",2.35414822259882
1,1000,50,"LightGBM_Full",2.01619249221829
1,1000,50,"CatBoost_Full",1.88955143004651
1,1000,50,"H2OGBM_Full",2.05691020608931
2,1000,50,"Ridge",2.602217596716
2,1000,50,"RF_Ridge",2.15472053350389
2,1000,50,"XGBoost_Ridge",1.90140146660897
2,1000,50,"LightGBM_Ridge",1.60805836047362
2,1000,50,"CatBoost_Ridge",1.49242216219761
2,1000,50,"H2OGBM_Ridge",1.51521540320353
2,1000,50,"Lasso",2.46853182410873
2,1000,50,"RF_Lasso",2.26533152173573
2,1000,50,"XGBoost_Lasso",2.32076209225925
2,1000,50,"LightGBM_Lasso",2.21099761571035
2,1000,50,"CatBoost_Lasso",2.17733102489678
2,1000,50,"H2OGBM_Lasso",2.20593974122019
2,1000,50,"ElasticNet",2.47318559655003
2,1000,50,"RF_ElasticNet",1.9776821758905
2,1000,50,"XGBoost_ElasticNet",1.87598286082475
2,1000,50,"LightGBM_ElasticNet",1.47413023867732
2,1000,50,"CatBoost_ElasticNet",1.22724737656152
2,1000,50,"H2OGBM_ElasticNet",1.51594844652775
2,1000,50,"RF_Full",2.16796195306708
2,1000,50,"XGBoost_Full",1.90140146660897
2,1000,50,"LightGBM_Full",1.60805836047362
2,1000,50,"CatBoost_Full",1.49242216219761
2,1000,50,"H2OGBM_Full",1.51521540320353
3,1000,50,"Ridge",2.73402023264128
3,1000,50,"RF_Ridge",2.45935749031658
3,1000,50,"XGBoost_Ridge",2.11861641922202
3,1000,50,"LightGBM_Ridge",1.6581584763419
3,1000,50,"CatBoost_Ridge",1.57810464041489
3,1000,50,"H2OGBM_Ridge",1.66663408795868
3,1000,50,"Lasso",2.68969625868318
3,1000,50,"RF_Lasso",2.51965486253846
3,1000,50,"XGBoost_Lasso",2.389747949697
3,1000,50,"LightGBM_Lasso",2.20660588909369
3,1000,50,"CatBoost_Lasso",2.18866225389223
3,1000,50,"H2OGBM_Lasso",2.19160448262846
3,1000,50,"ElasticNet",2.6952377531473
3,1000,50,"RF_ElasticNet",2.52770635669208
3,1000,50,"XGBoost_ElasticNet",2.39888089470393
3,1000,50,"LightGBM_ElasticNet",2.22104839181451
3,1000,50,"CatBoost_ElasticNet",2.3335241515108
3,1000,50,"H2OGBM_ElasticNet",2.2217017838443
3,1000,50,"RF_Full",2.45763488840252
3,1000,50,"XGBoost_Full",2.11861641922202
3,1000,50,"LightGBM_Full",1.6581584763419
3,1000,50,"CatBoost_Full",1.57810464041489
3,1000,50,"H2OGBM_Full",1.66663408795868
4,1000,50,"Ridge",2.7649215004245
4,1000,50,"RF_Ridge",2.39151586695438
4,1000,50,"XGBoost_Ridge",1.95600539243437
4,1000,50,"LightGBM_Ridge",1.63722336095636
4,1000,50,"CatBoost_Ridge",1.55008915826019
4,1000,50,"H2OGBM_Ridge",1.66883116166975
4,1000,50,"Lasso",2.74637427969502
4,1000,50,"RF_Lasso",2.3686347018606
4,1000,50,"XGBoost_Lasso",2.26480765680946
4,1000,50,"LightGBM_Lasso",2.1948820647656
4,1000,50,"CatBoost_Lasso",1.94274403590864
4,1000,50,"H2OGBM_Lasso",2.074049346758
4,1000,50,"ElasticNet",2.75141490757892
4,1000,50,"RF_ElasticNet",2.38569924823316
4,1000,50,"XGBoost_ElasticNet",2.32081994526528
4,1000,50,"LightGBM_ElasticNet",2.113582988104
4,1000,50,"CatBoost_ElasticNet",2.09788124922767
4,1000,50,"H2OGBM_ElasticNet",2.06110710156964
4,1000,50,"RF_Full",2.36052431788968
4,1000,50,"XGBoost_Full",1.95600539243437
4,1000,50,"LightGBM_Full",1.63722336095636
4,1000,50,"CatBoost_Full",1.55008915826019
4,1000,50,"H2OGBM_Full",1.66883116166975
5,1000,50,"Ridge",2.64688172526792
5,1000,50,"RF_Ridge",2.33064836640677
5,1000,50,"XGBoost_Ridge",1.85166641136966
5,1000,50,"LightGBM_Ridge",1.59292047668171
5,1000,50,"CatBoost_Ridge",1.56776969085208
5,1000,50,"H2OGBM_Ridge",1.64570955063924
5,1000,50,"Lasso",2.64614069361008
5,1000,50,"RF_Lasso",2.28674334108778
5,1000,50,"XGBoost_Lasso",2.2721720510514
5,1000,50,"LightGBM_Lasso",2.08881702096643
5,1000,50,"CatBoost_Lasso",2.01251294140671
5,1000,50,"H2OGBM_Lasso",2.06275259995726
5,1000,50,"ElasticNet",2.65217650305491
5,1000,50,"RF_ElasticNet",2.25791312372073
5,1000,50,"XGBoost_ElasticNet",2.25606993383913
5,1000,50,"LightGBM_ElasticNet",2.12379030241476
5,1000,50,"CatBoost_ElasticNet",2.08457364522093
5,1000,50,"H2OGBM_ElasticNet",2.04557035431207
5,1000,50,"RF_Full",2.37475574691858
5,1000,50,"XGBoost_Full",1.85166641136966
5,1000,50,"LightGBM_Full",1.59292047668171
5,1000,50,"CatBoost_Full",1.56776969085208
5,1000,50,"H2OGBM_Full",1.64570955063924
6,1000,50,"Ridge",2.73248048704911
6,1000,50,"RF_Ridge",2.19584757571493
6,1000,50,"XGBoost_Ridge",1.93865345958493
6,1000,50,"LightGBM_Ridge",1.64665032747039
6,1000,50,"CatBoost_Ridge",1.5726181661625
6,1000,50,"H2OGBM_Ridge",1.68418872670928
6,1000,50,"Lasso",2.66308689187789
6,1000,50,"RF_Lasso",2.28444438429552
6,1000,50,"XGBoost_Lasso",2.33196416435059
6,1000,50,"LightGBM_Lasso",2.17007184618568
6,1000,50,"CatBoost_Lasso",2.06667562452697
6,1000,50,"H2OGBM_Lasso",2.15307628083962
6,1000,50,"ElasticNet",2.65941004198165
6,1000,50,"RF_ElasticNet",2.30580031524776
6,1000,50,"XGBoost_ElasticNet",2.33196416435059
6,1000,50,"LightGBM_ElasticNet",2.17007184618568
6,1000,50,"CatBoost_ElasticNet",2.06667562452697
6,1000,50,"H2OGBM_ElasticNet",2.15307628083962
6,1000,50,"RF_Full",2.19727041768717
6,1000,50,"XGBoost_Full",1.93865345958493
6,1000,50,"LightGBM_Full",1.64665032747039
6,1000,50,"CatBoost_Full",1.5726181661625
6,1000,50,"H2OGBM_Full",1.68418872670928
7,1000,50,"Ridge",2.75908984272049
7,1000,50,"RF_Ridge",2.46485050932447
7,1000,50,"XGBoost_Ridge",2.05480331967562
7,1000,50,"LightGBM_Ridge",1.63206653220569
7,1000,50,"CatBoost_Ridge",1.56538002258182
7,1000,50,"H2OGBM_Ridge",1.63374347341643
7,1000,50,"Lasso",2.71645428007535
7,1000,50,"RF_Lasso",2.46668434270732
7,1000,50,"XGBoost_Lasso",2.2277558651161
7,1000,50,"LightGBM_Lasso",2.17695198777763
7,1000,50,"CatBoost_Lasso",2.06092753134093
7,1000,50,"H2OGBM_Lasso",2.20177333625025
7,1000,50,"ElasticNet",2.72228452762071
7,1000,50,"RF_ElasticNet",2.47283880955142
7,1000,50,"XGBoost_ElasticNet",2.26234266967646
7,1000,50,"LightGBM_ElasticNet",2.21282697797822
7,1000,50,"CatBoost_ElasticNet",2.15155772784585
7,1000,50,"H2OGBM_ElasticNet",2.21847271028314
7,1000,50,"RF_Full",2.4230450754425
7,1000,50,"XGBoost_Full",2.05480331967562
7,1000,50,"LightGBM_Full",1.63206653220569
7,1000,50,"CatBoost_Full",1.56538002258182
7,1000,50,"H2OGBM_Full",1.63374347341643
8,1000,50,"Ridge",2.86755831519586
8,1000,50,"RF_Ridge",2.52151547337284
8,1000,50,"XGBoost_Ridge",2.11394625205757
8,1000,50,"LightGBM_Ridge",1.78280829148204
8,1000,50,"CatBoost_Ridge",1.62681618628363
8,1000,50,"H2OGBM_Ridge",1.86325184564607
8,1000,50,"Lasso",2.75519710316738
8,1000,50,"RF_Lasso",2.57215785671811
8,1000,50,"XGBoost_Lasso",2.44380451637955
8,1000,50,"LightGBM_Lasso",2.25263525395775
8,1000,50,"CatBoost_Lasso",2.25647921994613
8,1000,50,"H2OGBM_Lasso",2.33259662823991
8,1000,50,"ElasticNet",2.78854525210664
8,1000,50,"RF_ElasticNet",2.44045036685802
8,1000,50,"XGBoost_ElasticNet",2.05591906956837
8,1000,50,"LightGBM_ElasticNet",1.76857423882086
8,1000,50,"CatBoost_ElasticNet",1.65813425059328
8,1000,50,"H2OGBM_ElasticNet",1.81605138399484
8,1000,50,"RF_Full",2.50762970445507
8,1000,50,"XGBoost_Full",2.11394625205757
8,1000,50,"LightGBM_Full",1.78280829148204
8,1000,50,"CatBoost_Full",1.62681618628363
8,1000,50,"H2OGBM_Full",1.86325184564607
9,1000,50,"Ridge",2.8388796195702
9,1000,50,"RF_Ridge",2.55392868215971
9,1000,50,"XGBoost_Ridge",2.14263776665483
9,1000,50,"LightGBM_Ridge",1.8971185598093
9,1000,50,"CatBoost_Ridge",1.57860744290091
9,1000,50,"H2OGBM_Ridge",1.8523699316203
9,1000,50,"Lasso",2.7723265702913
9,1000,50,"RF_Lasso",2.21257732924808
9,1000,50,"XGBoost_Lasso",1.73040629055431
9,1000,50,"LightGBM_Lasso",1.69047773948553
9,1000,50,"CatBoost_Lasso",1.36050394418602
9,1000,50,"H2OGBM_Lasso",1.63677661893053
9,1000,50,"ElasticNet",2.77622001403374
9,1000,50,"RF_ElasticNet",2.25219875755755
9,1000,50,"XGBoost_ElasticNet",1.95101448346699
9,1000,50,"LightGBM_ElasticNet",1.66943005360925
9,1000,50,"CatBoost_ElasticNet",1.3223154423642
9,1000,50,"H2OGBM_ElasticNet",1.69147181226629
9,1000,50,"RF_Full",2.55253545877431
9,1000,50,"XGBoost_Full",2.14263776665483
9,1000,50,"LightGBM_Full",1.8971185598093
9,1000,50,"CatBoost_Full",1.57860744290091
9,1000,50,"H2OGBM_Full",1.8523699316203
10,1000,50,"Ridge",2.63897691249453
10,1000,50,"RF_Ridge",2.37984172470338
10,1000,50,"XGBoost_Ridge",2.01790824831194
10,1000,50,"LightGBM_Ridge",1.70731871304175
10,1000,50,"CatBoost_Ridge",1.59763980183131
10,1000,50,"H2OGBM_Ridge",1.66819394051376
10,1000,50,"Lasso",2.60031581868196
10,1000,50,"RF_Lasso",2.39394112427844
10,1000,50,"XGBoost_Lasso",2.54613313059297
10,1000,50,"LightGBM_Lasso",2.23403617104095
10,1000,50,"CatBoost_Lasso",2.19454205038368
10,1000,50,"H2OGBM_Lasso",2.24236410621017
10,1000,50,"ElasticNet",2.60025339650378
10,1000,50,"RF_ElasticNet",2.45913974418775
10,1000,50,"XGBoost_ElasticNet",2.43572082542463
10,1000,50,"LightGBM_ElasticNet",2.2461940571762
10,1000,50,"CatBoost_ElasticNet",2.14054147625666
10,1000,50,"H2OGBM_ElasticNet",2.19663792302987
10,1000,50,"RF_Full",2.37550249668146
10,1000,50,"XGBoost_Full",2.01790824831194
10,1000,50,"LightGBM_Full",1.70731871304175
10,1000,50,"CatBoost_Full",1.59763980183131
10,1000,50,"H2OGBM_Full",1.66819394051376
